Longitude,Latitude
77.20207639409337,28.43725825195169
77.20201298946361,28.43728761772902
77.20215642063492,28.43728834126984
77.20181072727271,28.437301219155845
77.202076984127,28.437303523809533
77.20198851718177,28.43730801205521
77.20209616129033,28.43732625806452
77.20190436892176,28.43732846617336
77.20184984678627,28.437335053389273
77.20194752380952,28.437336238095245
77.20165885714286,28.43733835714286
77.20200676190477,28.437340047619053
77.20193226474267,28.43735099782588
77.2018460657895,28.437351736842107
77.20182252380953,28.43735201587301
77.20170695385197,28.437360322478376
77.20176042634785,28.43736392180334
77.20173872976628,28.437368766694444
77.20177591607677,28.437549181624387
77.30390426666666,28.49048166666667
77.30392578560605,28.49049745757576
77.30396076190478,28.490505666666667
77.30382494014272,28.490515550475696
77.30394342176871,28.49051982993197
77.30395023809523,28.49053423809524
77.3038337875,28.4905360875
77.30384007142855,28.49054066666667
77.30377578160922,28.490553494252868
77.30375770114941,28.490557045977013
77.30380856250001,28.490570812500003
77.30381937550169,28.49057161307502
77.30380500000003,28.490572999999998
77.30379101204821,28.490597722891565
77.30378731609196,28.49059995402299
77.30375094252872,28.490600942528733
77.30382822222222,28.490615222222225
77.30399190000001,28.4906197
77.3037648961039,28.490620324675326
77.30374144578313,28.490622445783128
77.30372376190476,28.490640952380957
77.3038071904762,28.49064433333333
77.304263,28.490665
77.30376042105263,28.49066881578948
77.30376772187499,28.49067739375
77.30425337931034,28.490688701149423
77.30380314285716,28.49070176190476
77.30373004545454,28.49071321590909
77.30423913513513,28.49071954054055
77.30373371428571,28.49071988888889
77.30370695238095,28.49077142857143
77.30369347619047,28.490812857142856
77.30404200000004,28.49083
77.30370729545454,28.490917954545456
77.30374925,28.49094225
77.3036693858785,28.490959837985773
77.30372645454544,28.49098579545455
77.30368439904764,28.4909866147619
77.30366078571429,28.49101123809524
77.30357561904762,28.49103857142857
77.30375649999998,28.49110738888889
77.30375271428572,28.49111990476191
77.3036189047619,28.491159380952386
77.30377970114942,28.491163988505754
77.30369824117646,28.49121742352941
77.30390688888889,28.491272
77.30391800000002,28.49128300000001
77.30375433333332,28.491302166666667
77.30215383333334,28.496321580952387
77.3022923814815,28.496323564222727
77.30222414772727,28.496337704545446
77.30224597727272,28.496341011363636
77.30222686363636,28.49634572727273
77.30225725000001,28.496354680555555
77.30235865562457,28.496360267770875
77.30228783333334,28.496416690476195
77.30233211958556,28.49654291704545
77.30235489855073,28.4965723768116
77.30237709999999,28.49661677857143
77.30237257142856,28.496673333333334
77.249634,28.50127
77.29059684126985,28.50135249206349
77.29061920000001,28.50137923333333
77.29058307674714,28.50138549953964
77.29062936842104,28.501387157894737
77.29058942857141,28.501392309523805
77.290537,28.501413
77.290527,28.501427000000003
77.29049757142856,28.501428142857147
77.29048930769231,28.501432307692312
77.2495319963428,28.501443495143825
77.2495199942857,28.501452624761914
77.2495849818783,28.501457648922898
77.24954628058677,28.50146031460674
77.24948058367188,28.50146124751864
77.2495621437389,28.501476058655484
77.24959888600779,28.50147857996186
77.24951945632453,28.501478729784665
77.290539625,28.501494125
77.29038114102566,28.501513769230773
77.24946634637304,28.501541006882068
77.24965083333333,28.501714833333327
77.29041585476192,28.50183244583333
77.29968680952379,28.502929190476195
77.2997438,28.5029314
77.29963288,28.503072000000003
77.29945688095239,28.50309290476191
77.29955629761905,28.503101797619053
77.29946076817784,28.50314043609105
77.29971848295456,28.50315140909091
77.29949104358289,28.503153669117648
77.29962738554218,28.50321091895582
77.29969587640451,28.503213539325838
77.29975609523811,28.50336571428572
77.17464529761905,28.505369880952376
77.1749124074074,28.50544704938272
77.17483242857142,28.505527714285716
77.17490821428571,28.505561190476193
77.17482523809524,28.505597746031746
77.17487075949369,28.505603367088607
77.17487395076924,28.505640361923078
77.17488588744591,28.505660147186152
77.17482013438313,28.50572794261893
77.17480684301519,28.505733623049107
77.17484684126984,28.50574528571429
77.17498487301589,28.505806380952386
77.17500936513845,28.50581781749608
77.1748329285503,28.50581953390729
77.174796775,28.5058367375
77.17499537261905,28.505848925
77.1747907225013,28.505903210570377
77.17546947619047,28.506720285714284
77.1752975375,28.5068330125
77.1755625714286,28.50686566666667
77.17542838095237,28.50686619047619
77.17554439772728,28.506932750000004
77.17557069642858,28.506935125
77.17557338750002,28.5069663
77.17566673076925,28.506972670940172
77.17562700000002,28.50700166666667
77.17568652731093,28.507013299369753
77.17549436363636,28.507013818181814
77.17570805162434,28.507016254311253
77.17570344444444,28.507016711111113
77.1757185,28.507018
77.175763125,28.507047125
77.17573665000002,28.50705215
77.17573675581396,28.50705431395349
77.1756474015873,28.507054929365076
77.17576569767441,28.507071279069773
77.17579016509194,28.50707601642833
77.17574663157895,28.507079105263163
77.17574508045976,28.50708636781609
77.17580104081631,28.507098387755104
77.17568993181818,28.50711931818181
77.24935328571429,28.51152648214286
77.249184,28.511549
77.24932042613636,28.51157651136364
77.24926773295455,28.511602852272734
77.24926260795453,28.511680244318185
77.24902,28.511741
77.24911188492807,28.511844258286427
77.24916833252955,28.511852905774408
77.24903735688001,28.511853883583484
77.24922086846261,28.511874780449286
77.24918477631047,28.511875924162208
77.24920086363636,28.511879125
77.24922538823529,28.511880329411774
77.24905264449986,28.511882803215588
77.24908154204536,28.511890173950814
77.24912320238096,28.511894714285717
77.24915985,28.511897699206347
77.24901974074074,28.511899456790122
77.24907744244912,28.511907541529713
77.24917461904762,28.511912380952378
77.24904186507935,28.511915158730158
77.24904880952381,28.511917428571433
77.24903504999999,28.5119203
77.24360043809526,28.512113263690484
77.24376139239767,28.512130485441205
77.24349304761904,28.51214019047619
77.24344889346591,28.512144617897725
77.24336429113923,28.51214482278481
77.24347283857142,28.51214604523809
77.24376129110415,28.51214879231728
77.24341132954548,28.512153897727273
77.24339098647187,28.512156068001442
77.24366787878787,28.51215924242425
77.24336167073172,28.512161414634146
77.24348600000002,28.51216675
77.2434884431818,28.512168022727273
77.24340952325582,28.51236831395349
77.2380738040293,28.512746263736265
77.23831030769232,28.512814384615393
77.23808223289474,28.512916048026316
77.23814354761906,28.512926869047615
77.2381102857143,28.51292859523809
77.23801830113636,28.51292909659091
77.23789045,28.5129311
77.23816896363638,28.51293446590909
77.23817499642857,28.51293856448413
77.23801869512197,28.51294630487805
77.238148,28.512953
77.23801916666666,28.512953380952386
77.23790852380952,28.512959999999996
77.23803144751439,28.512966146729465
77.23831615316458,28.512970506582278
77.23803027947078,28.51297393081179
77.2380528095238,28.512974301587306
77.23781604761905,28.513024285714284
77.23793093409091,28.513031306818185
77.23771587683983,28.513102629924248
77.238007,28.513282
77.22650772023809,28.51592863690476
77.22680799999998,28.515967999999997
77.226556,28.515969000000002
77.22657228886692,28.515998201339933
77.22659230158727,28.51602995238095
77.22661538095238,28.516036190476193
77.22682424999998,28.51605565
77.22644036318604,28.51607033567399
77.22658699999998,28.516081380952386
77.22663061904763,28.516171904761908
77.22664652222225,28.516180544444445
77.2265668095238,28.516187714285717
77.22661382142856,28.51618869047619
77.22668456790122,28.516223259259263
77.22674536,28.516314053333332
77.226692,28.516327
77.22695499999999,28.516345
